Vr,Vg,Vb,R,G,B,X,Y,Z,x,y,X_ne,Y_ne,Z_ne,x_ne,y_ne,Symbol
0.00944539614236965,0.0231541053346254,0.00470204371846387,6.0871982513381e-05,0.000144778706433882,1.41674119054599e-05,7.75421528071522e-05,0.000128541335440834,1.54735248507441e-05,0.349987354147069,0.580172722330181,0.0127464255071878,0.0205319296538921,0.00488656433462549,0.333982769402202,0.537979116036195,0
0.0243361512855546,0.0257785483545784,0.00667207446352119,0.000164285554754699,0.00015586328139818,2.6021155458227e-05,0.000134021770154884,0.000155973549315341,2.73195767176265e-05,0.422362050332305,0.491541844360829,0.0212504790125453,0.0253201855278113,0.00686313920243176,0.397697291303417,0.473860810091189,1
-0.00271131684461742,0.0147202485436331,0.0356974555410272,-2.04753462730111e-05,3.29212431676619e-06,0.000267830435624971,4.45537259894162e-05,1.89803729569951e-06,0.000265185052511889,0.14296682462074,0.00609054257869156,0.0103742229028691,0.0118583721272567,0.0354876834710532,0.179732724308619,0.205445511268877,2
0.0496539335110696,-0.00248675190554467,-0.00672028297224385,0.000346728952348129,-3.60619807471605e-06,-5.45818878673831e-05,0.000157862887673944,5.78507419131187e-05,-5.40721309694564e-05,0.976623509581526,0.357895357367204,0.0222154777352565,0.00669558275739455,-0.00667794766157686,0.999206809412983,0.301153635492572,3
0.00198250051088365,0.0329733275363644,0.00922686507142817,6.78336357653318e-06,0.000200393493610936,4.10559302830748e-05,7.36570172285065e-05,0.000164436550600573,4.26493059163534e-05,0.262364690671707,0.585719410814601,0.0130385298008916,0.0272364559816628,0.00946432969607753,0.262137298742942,0.54758405337049,0
0.0320866905817951,0.0268088270971153,0.0168351482321674,0.000218649106282883,0.000134293952131486,0.000104627734914173,0.000169694734222208,0.000148906931872639,0.000104924397086346,0.400671290327673,0.351588591158163,0.0274002444316188,0.0276368303916647,0.0169348850208169,0.38070721557355,0.383994411872752,1
-0.00310900833352529,0.0130666239939999,0.0246974968013195,-2.34284859213136e-05,2.21462379104103e-05,0.000182634842702137,3.19123441912109e-05,1.57868729028462e-05,0.00018102995665422,0.139520218030129,0.069019935866249,0.00746673871497645,0.0103276585189395,0.0245811880732463,0.176203789537143,0.24371718866132,2
0.0397902297039588,-0.00283794576473987,-0.000874555177347415,0.000278271803985599,-2.10398629364159e-05,-7.33009305157565e-06,0.00012836480783234,3.2075057612649e-05,-7.46719075042405e-06,0.839135539001599,0.209678347304132,0.018442538332401,0.00472683328989972,-0.000894189083221339,0.827941064009041,0.212201775747831,3
-0.00154239865362039,0.0401479876231522,0.00821460134626457,-1.95011112175325e-05,0.000252669541552409,2.64688638372173e-05,7.40657861520992e-05,0.0002020989879276,2.87308706143692e-05,0.242921758447605,0.662846424488567,0.0133330210921561,0.0324305880676285,0.00853393520903344,0.2455547713464,0.597275409866467,0
0.00629953582120683,0.0212702564324336,0.017537866840635,3.99960920719262e-05,9.70172001711547e-05,0.0001175228787388,7.31779929160617e-05,8.71441500340083e-05,0.000117317821953123,0.263571539283176,0.313874661612183,0.0131881254145728,0.018581212704504,0.017575190736553,0.267266214115815,0.376560748180779,1
-0.0032369861694479,0.0166895488902438,0.036360397915146,-2.45591156852649e-05,1.50185465414863e-05,0.000271216358192308,4.68650543805426e-05,1.07378703950664e-05,0.0002686543800758,0.143644460012587,0.0329122757878383,0.0108597165159753,0.0133722511058649,0.0361636894248969,0.179809559941893,0.221410806004094,2
0.0408703191920982,0.00328178491420284,0.00296933329419003,0.000284607861761364,1.02404587871883e-05,1.70546089725876e-05,0.000146043316281614,5.88676925079989e-05,1.69864674707336e-05,0.65815672509166,0.265292303004523,0.021637676386369,0.00993050646464125,0.00297245781039016,0.626441084242812,0.287502092447831,3
0.015895996459443,0.0273351192545387,0.0168725915383633,0.000105547166278299,0.000139422419174903,0.000105699830852369,0.00011607902759106,0.000133069044555922,0.000106037056735594,0.326812746795589,0.374647004435579,0.0196374435417067,0.0251995210238677,0.0169772168155251,0.317685086220541,0.407665691930894,0
0.0154452714469902,0.0197629229100928,-0.000288528464126124,0.000103262346171586,0.000134620827053722,-2.24425543436519e-05,8.78424951420005e-05,0.000127401732947756,-2.08719205296782e-05,0.451929064611476,0.655452078266744,0.0136369834183287,0.0187856812025596,-8.80139503839349e-05,0.421745190857075,0.580976779183078,1
-0.00235330414567141,0.00183997967117252,0.0255262113463948,-1.55539102110828e-05,-5.71059251728781e-05,0.000199876396429721,1.46510264789213e-05,-4.70207430064536e-05,0.000197306573213695,0.0888280932065956,-0.285083297639917,0.00452251693596345,0.00134967887681326,0.0252893490296426,0.145131345664451,0.0433123224037335,2
0.0340009218289039,-0.00220844340681216,0.00285764176504089,0.000237916922587868,-2.63731748845961e-05,2.19792240709885e-05,0.000112799452668028,2.09122296660037e-05,2.14957000814327e-05,0.726766026928298,0.134737338782154,0.0165473625930593,0.00425338044432931,0.00280698091332236,0.700930027291384,0.180169018123461,3
0.00802611673362525,0.0313572177700026,0.00436731215830894,4.90809289346373e-05,0.000202031915795505,3.77504821559932e-06,8.74345587176987e-05,0.000172856709148363,5.75761689139837e-06,0.328640951821344,0.649717849055994,0.014526997139839,0.0269414101229426,0.00463721121442588,0.315080843065156,0.58434115001106,0
0.00726076231067427,0.00800093475611031,-0.000318824018383396,4.88279517104317e-05,5.49530212312405e-05,-1.07598197687955e-05,3.8809168966037e-05,5.31705401783126e-05,-1.01026913587951e-05,0.473993435712116,0.649395173595263,0.00597429850294791,0.00778150740266863,-0.000235626430638459,0.441880118086051,0.575547640996182,1
