Vr,Vg,Vb,R,G,B,X,Y,Z,x,y,X_ne,Y_ne,Z_ne,x_ne,y_ne,Symbol
0.0125711204920051,0.0401348054790539,0.00896475594909154,7.90283967139784e-05,0.000249106431761697,3.12850422512302e-05,0.000122203916686221,0.000216692280528806,3.34632561463348e-05,0.328188033318512,0.581943814163121,0.0203945899294075,0.0349255225203924,0.00927645644439116,0.315722495459686,0.540671480208186,0
0.0187502043315693,0.0163493558533276,-0.000415404643198305,0.000127096984231137,0.000111252792579831,-2.04333494077248e-05,9.26792180914598e-05,0.000112656915487035,-1.91164879878493e-05,0.497687651576732,0.604967940572078,0.0141728195083608,0.0165960246044439,-0.000247757038233046,0.464361556773276,0.543756012487206,1
0.00589650101040289,0.0216965391131446,0.0264210233021968,3.75345118743734e-05,7.56363143128373e-05,0.000187252386562633,7.92896455679491e-05,7.00799171833176e-05,0.000186136225840135,0.236328696148109,0.208878414520189,0.0148994172806116,0.018950627637032,0.0263737784603062,0.24740072026159,0.314669952422359,2
0.0129281796169151,-0.00769533386536156,-0.0170179376375299,9.1112759533565e-05,-7.38093962981231e-06,-0.000127952934994918,1.67665738872215e-05,8.76781000039951e-06,-0.000126747215041266,-0.165656603971182,-0.0866274552392433,0.000545666986520329,-0.00414468996250121,-0.0169247115998082,-0.0265871196348459,0.201946188068058,3
-0.000368362043633285,0.0524059509678595,-0.00755376090065955,-1.4898050943081e-05,0.000379730150073403,-0.000109818223396606,8.84526568813241e-05,0.00030468889812953,-0.000104922739661906,0.306894110206629,1.0571443705389,0.0145545952185242,0.0424291090570533,-0.00695416378197436,0.290920025947174,0.848081126439255,0
0.0250890215308418,0.0226419251519379,0.0138834023729622,0.000170618117137021,0.000114540608859094,8.58802267116333e-05,0.000136286511485786,0.000124159985636811,8.61668305331079e-05,0.39319466567414,0.358208919652797,0.0220892978218057,0.022981884700972,0.013970987600752,0.374127471527382,0.389245257294721,1
-0.0077007537063407,0.00953380992022175,0.0330369418184688,-5.42451427657621e-05,-2.44450035285375e-05,0.000252199703900047,1.62818697309393e-05,-2.67780009293833e-05,0.000249433256825761,0.0681429044908451,-0.112071327798387,0.00578950012285557,0.00673364748730736,0.0328019104994864,0.127732878110156,0.148563460658285,2
0.0397504920361453,5.96470409812856e-06,-0.00547364028586351,0.000277114207998078,1.10480074985298e-05,-4.63490910197928e-05,0.000129941026039644,5.7523611843685e-05,-4.57751200346095e-05,0.917082844324312,0.405983538634824,0.0183848620988089,0.00698130550500722,-0.00541884423596389,0.921670630177809,0.349987082289874,3
0.014350155434913,0.0395462259675705,6.09214528968539e-05,9.11281011615562e-05,0.000269294029051129,-3.85609642753187e-05,0.000120421725719949,0.000234491506213451,-3.54824143420542e-05,0.376988440338924,0.734091682141455,0.0193030905036336,0.0346675485784151,0.00045577449804359,0.35466401759557,0.63696184073197,0
0.0166470413606122,0.0402294396326804,-0.00256397732478583,0.000106868352048821,0.000280936285511076,-6.011338907325e-05,0.000127433063197706,0.000246506125285429,-5.67028923274067e-05,0.401697613866826,0.777042628074379,0.0201153810878737,0.0356011685882146,-0.00213604315521117,0.375423496230592,0.66444255382959,1
0.00237062781668159,0.000874319720362182,0.0155974771173331,1.71304892235069e-05,-3.69887303185899e-05,0.000122070274442098,2.13414882091751e-05,-2.57204548156189e-05,0.000120479684394491,0.18381874475691,-0.221535708871103,0.00455214216695288,0.00129562852729763,0.0154502455433634,0.2137355008169,0.060833296061135,2
